City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
Snohomish	Washington	31201	98296-0000	-122.122414	K 	3305	360.563.7075	Snohomish School District		8201 188th St SE	47.827544	Casey Bowers	Northwest Educational Service District 189	Public School	6	Cathcart Elementary	29801
Snohomish	Washington	31201	98290-0000	-122.067343	7	4395	360.563.4525	Snohomish School District		3000 South Machias Road	47.968744	Dave Sage	Northwest Educational Service District 189	Public School	8	Centennial Middle School	29801
Snohomish	Washington	31201	98290-0000	-122.0930075	K 	2446	(360) 563-4600	Snohomish School District		221 Union Avenue	47.9131743	Heidi Rothgeb	Northwest Educational Service District 189	Public School	2	Central Elementary	29801
Snohomish	Washington	31201	98290-0000	-122.0532506	K 	4241	360.563.4450	Snohomish School District		8231 131st Avenue SE	47.9211824	Jack Tobin	Northwest Educational Service District 189	Public School	6	Dutch Hill Elementary	29801
Snohomish	Washington	31201	98290-0000	-122.0846255	3	3005	(360) 563-7150	Snohomish School District		1103 Pine Street	47.926116	Craig Church	Northwest Educational Service District 189	Public School	6	Emerson Elementary	29801
Snohomish 	Washington	31201	98290	-122.0983794	9	5128	360-563-7300	Snohomish School District		1601 Avenue D	47.9319407	James Dean	Northwest Educational Service District 189	Public School	12	Glacier Peak High School	29801
Snohomish	Washington	31201	98290-0000	-122.1005524	9	3981	(360) 563-7289	Snohomish School District		1316 Fifth Street	47.9182716	June Shirey	Northwest Educational Service District 189	Public School	12	High School Re Entry	29801
Snohomish	Washington	31201	98290-1718	-122.0983794	K 	5100	360-563-7800	Snohomish School District		1601 Avenue D	47.9319407	Becky Brockman	Northwest Educational Service District 189	Public School	6	Little Cedars Elementary School	29801
Snohomish	Washington	31201	98290-0000	-100.2463581	K 	2073	360.563.4825	Snohomish School District		231 14th Avenue SE	47.3694254	Marilyn McGuire	Northwest Educational Service District 189	Public School	6	Machias Elementary	29801
Snohomish	Washington	31201	98290-0000	-122.0983794	K 	1904	(360) 563-7289	Snohomish School District		1601 Avenue D	47.9319407	June Shirey	Northwest Educational Service District 189	Public School	12	Parent Partnerhip	29801
Snohomish	Washington	31201	98290-0000	-122.132174	K 	3561	360.563.4375	Snohomish School District		7322 64th Street SE	47.937645	Tammy Jones	Northwest Educational Service District 189	Public School	6	Riverview Elementary	29801
Everett	Washington	31201	98208-0000	-122.163721	K 	4184	(360) 563-4675	Snohomish School District		12711 51st Avenue SE	47.88183	Paula Jones Nelson	Northwest Educational Service District 189	Public School	6	Seattle Hill Elementary	29801
Snohomish	Washington	31201	98290-0000	-122.0983794	K 	1730	360.563.7308	Snohomish School District		1601 Avenue D	47.9319407	Jennifer Norton	Northwest Educational Service District 189	Public School	12	Snohomish Center	29801
Snohomish	Washington	31201	98290-0000	-122.1005524	9	2428	360.563.4001	Snohomish School District		1316 Fifth Street	47.9182716	Beth Porter	Northwest Educational Service District 189	Public School	12	Snohomish High School	29801
Snohomish	Washington	31201	98290-0000	-122.0983794	7	1757	(360) 563-4185	Snohomish School District		1601 Avenue D	47.9319407	June Shirey	Northwest Educational Service District 189	Public School	12	Snohomish Online Learning	29801
Snohomish	Washington	31201	98296-0000	-122.144094	K 	4383	360.563.4750	Snohomish School District		14211 Snohomish-Cascade Drive	47.867581	Michael Cosgrove	Northwest Educational Service District 189	Public School	6	Totem Falls	29801
Snohomish	Washington	31201	98296-7005	-122.1019456	7	4145	(360) 563-4225	Snohomish School District		14308 Broadway Avenue SE	47.8678656	Nancy Rhoades	Northwest Educational Service District 189	Public School	8	Valley View Middle School	29801
Snoqualmie	Washington	17410	98065	-121.8728098	K 	5015	425.831.4100	Snoqualmie Valley School District		34816 SE Ridge Street	47.5318935	Raymond Wilson	Puget Sound Educational Service District 121	Public School	5	Cascade View Elementary School	17801
Fall City	Washington	17410	98024-0000	-101.6569638	K 	2222	425.831.4000	Snoqualmie Valley School District		Box 220	21.1461124	Daniel Schlotfeldt	Puget Sound Educational Service District 121	Public School	5	Fall City Elementary	17801
SNOQUALMIE	Washington	17410	98065-0000	-121.8158932	9	2850	425.831.8100	Snoqualmie Valley School District		8651 MEADOWBROOK WAY SE	47.5233112	John Belcher	Puget Sound Educational Service District 121	Public School	12	Mount Si High School	17801
NORTH BEND	Washington	17410	98045-0000	-121.7802328	K 	2287	425.831.8400	Snoqualmie Valley School District		400 E THIRD ST	47.4945613	Jim Frazier	Puget Sound Educational Service District 121	Public School	5	North Bend Elementary School	17801
SNOQUALMIE	Washington	17410	98065-0000	-121.8138633	PK	2288	425.831.8050	Snoqualmie Valley School District		755 PARK ST	47.5256822	Kerstin Kramer	Puget Sound Educational Service District 121	Public School	5	Snoqualmie Elementary	17801
SNOQUALMIE	Washington	17410	98065-0000	-121.813939	6	2124	425.831.8450	Snoqualmie Valley School District		9200 RAILROAD AVE SE	47.517476	Vernie Newell	Puget Sound Educational Service District 121	Public School	8	Snoqualmie Middle School	17801
North Bend	Washington	17410	98045	-121.7802328	K 	5296	425-831-4200	Snoqualmie Valley School District		400 E 3rd St	47.4945613	Amy Montanye-Johnson	Puget Sound Educational Service District 121	Public School	5	Snoqualmie Parent Partnership Program	17801
Snoqualmie	Washington	17410	98065	-121.805047	9	5222	425-831-8000	Snoqualmie Valley School District		PO Box 400	47.5706274	Jeffrey Hogan	Puget Sound Educational Service District 121	Public School	12	Snoqualmie Valley Virtual Academy	17801
North Bend	Washington	17410	98045	-121.713679	6	5135	425.831.4150	Snoqualmie Valley School District		46910 S.E. Middle Fork Road	47.47445	Ruth Moen	Puget Sound Educational Service District 121	Public School	8	Twin Falls Middle School	17801
NORTH BEND	Washington	17410	98045-0000	-121.7821132	7	1502	425.831.4200	Snoqualmie Valley School District		330 BALLARAT AVE N	47.4961678	Amy Montanye-Johnson	Puget Sound Educational Service District 121	Public School	12	Two Rivers School	17801
Soap Lake	Washington	13156	98851-1269	-119.4677614	9	1518	(509) 246-0572	Soap Lake School District		PO Box 1269	47.4707937	LORIS BLAIR	North Central Educational Service District 171	Public School	12	Smokiam Alternative High School	4801
SOAP LAKE	Washington	13156	98851-0908	-119.4677614	K 	2694	509.246.1323	Soap Lake School District		PO Box  908	47.4707937	DANIEL ANDREWS	North Central Educational Service District 171	Public School	5	Soap Lake Elementary	4801
SOUTH BEND	Washington	25118	98586-0437	-123.8604686	K 	2804	(360)  875 5615	South Bend School District		PO BOX 437	46.5717732	KRESTA BYINGTON	Educational Service District 113	Public School	6	Chauncey Davis Elementary	34801
SOUTH BEND	Washington	25118	98586-0437	-123.8604686	7	2214	(360) 875 5707	South Bend School District		PO BOX 437	46.5717732	MICHAEL ROGERS	Educational Service District 113	Public School	12	South Bend High School	34801
South Bend	Washington	25118	98586	-123.8604686	K 	5243	360.875-6041	South Bend School District		PO Box 816	46.5717732	Michael Morris	Educational Service District 113	Public School	12	South Bend Home Link	34801
PORT ORCHARD	Washington	18402	98367-0000	-122.647663	K 	4029	(360) 443-3110	South Kitsap School District		100 SW LAKEWAY BLVD	47.438708	Darek Grant	Olympic Educational Service District 114	Public School	6	Burley Glenwood Elementary	18801
PORT ORCHARD	Washington	18402	98366-0000	-122.6540413	7	3680	360.874.6022	South Kitsap School District		2220 POTTERY AVE	47.5160199	Andrew Cain	Olympic Educational Service District 114	Public School	9	Cedar Heights Jh	18801
PORT ORCHARD	Washington	18402	98366-0000	-122.600293	9	3899	(360) 443-3680	South Kitsap School District		2150 FIRCREST DR SE	47.529488	PAT OSTER	Olympic Educational Service District 114	Public School	13	Discovery	18801
PORT ORCHARD	Washington	18402	98366-0000	-122.603626	7	3046	(360) 874-6160	South Kitsap School District		1887 MADRONA DR SE	47.527775	BRIAN CARLSON	Olympic Educational Service District 114	Public School	9	Marcus Whitman Junior High	18801
PORT ORCHARD	Washington	18402	98366-0000	-119.1347295	K 	4349	360.443.3400	South Kitsap School District		500 SW BIRCH RD	46.3726252	Jason Shdo	Olympic Educational Service District 114	Public School	6	Sidney Glen Elementary School	18801
PORT ORCHARD	Washington	18402	98366-0000	-122.6241189	10	2272	(360) 874-5600	South Kitsap School District		425 MITCHELL AVE	47.5379634	Jerry Holsten	Olympic Educational Service District 114	Public School	12	South Kitsap High School	18801
PORT ORCHARD	Washington	18402	98367-0000	-122.7297199	K 	4141	(360) 443-3470	South Kitsap School District		4183 SUNNYSLOPE RD SW	47.5116322	ROBERT LESLIE	Olympic Educational Service District 114	Public School	6	Sunnyslope Elementary School	18801
Langley	Washington	15206	98260-0311	-122.4560179	9	1682	360.321.2343	South Whidbey School District		PO Box 311	48.0262188	David Pfeiffer	Northwest Educational Service District 189	Public School	12	Bayview Alternative School	29801
Spokane	Washington	32081	99205-4560	-117.4278824	3	1567	509.354.7064	Spokane School District		1025 W Spofford Ave	47.6716918	Melinda Keberle	Educational Service District 101	Public School	12	Alternative Bancroft School	32801
Spokane	Washington	32081	99224-5253	-117.4548499	7	1604	326-8100	Spokane School District		W 2901 Ft George Wright	47.6766424	David Crump	Educational Service District 101	Institution	12	Alternative Tamarack School	32801
Spokane	Washington	32081	99217-7626	-117.372611	K 	2381	509.354.2096	Spokane School District		6363 N Smith St	47.71584	Susan  Unruh	Educational Service District 101	Public School	6	Arlington Elementary	32801
Spokane	Washington	32081	99205-3794	-117.4412284	PK	2128	509.354.2140	Spokane School District		2020 W Carlisle Ave	47.6801924	Kimberly  Stretch	Educational Service District 101	Public School	6	Audubon Elementary	32801
Spokane	Washington	32081	99208-4699	-117.4560067	PK	3357	509.354.2000	Spokane School District		3010 W Holyoke Ave	47.7183342	Heather Awbery	Educational Service District 101	Public School	6	Balboa Elementary	32801
Spokane	Washington	32081	99207-5799	-117.3748447	PK	2155	509.354.2300	Spokane School District		2323 E Bridgeport Ave	47.6891706	Jennifer  Keck	Educational Service District 101	Public School	6	Bemiss 	32801
Spokane	Washington	32081	99205-6099	-117.4640019	PK	2218	509.354.2400	Spokane School District		5102 N Driscoll Blvd	47.7041659	Julia Lockwood	Educational Service District 101	Public School	6	Browne Elementary	32801
Spokane	Washington	32081	99201-1811	-117.4366656	PK	3008	509.354.7819	Spokane School District		N 910 Ash St	47.6648464	Gwen Harris	Educational Service District 101	Public School	12	Bryant Center	32801
Spokane	Washington	32081	99223-1206	-117.3401145	7	4457	(509) 354-5000	Spokane School District		4747 E 37Th Ave	47.6222819	John Andes	Educational Service District 101	Public School	8	Chase Middle School	32801
Spokane	Washington	32081	99217-6999	-117.358511	PK	2129	509-354-2500	Spokane School District		3200 N Ferrall St	47.687264	Rona Williams	Educational Service District 101	Public School	6	Cooper Elementary	32801
Spokane	Washington	32081	99202-2695	-117.408606	8	1603	354-7899	Spokane School District		628 S Cowley St	47.6502	David  Crump	Educational Service District 101	Public School	12	Daybreak Alternative School	32801
Spokane	Washington	32081	99208-4736	-117.467122	7	3819	(509) 353-5357	Spokane School District		3754 W Indian Trail Rd	47.7240049	David Crump	Educational Service District 101	Institution	12	Excelsior Youth Center School	32801
Spokane	Washington	32081	99223-4598	-117.3663379	9	3412	509.354.6011	Spokane School District		3020 E 37Th Ave	47.6191795	Kevin Foster	Educational Service District 101	Public School	12	Ferris High School	32801
Spokane	Washington	32081	99205-2399	-117.4525539	PK	2312	509-354-2600	Spokane School District		3717 N Milton St	47.6918396	Kim Harmon	Educational Service District 101	Public School	6	Finch Elementary	32801
Spokane	Washington	32081	99203-3300	-117.3959919	K 	2258	354-3030	Spokane School District		908 E 24Th Ave	47.6324226	Chuck Demarest	Educational Service District 101	Public School	6	Hutton Elementary	32801
Spokane	Washington	32081	99208-5099	-117.4731005	PK	3506	509.354.3100	Spokane School District		4102 W Woodside Ave	47.7213299	Brian Ormsby	Educational Service District 101	Public School	6	Indian Trail Elementary	32801
Spokane	Washington	32081	99203-2693	-117.4024724	PK	2111	(509) 354-3200	Spokane School District		3612 S Grand Blvd	47.621049	Mary-Dean Wooley	Educational Service District 101	Public School	6	Jefferson Elementary	32801
Spokane	Washington	32081	99204-2692	-117.4204967	9	2172	509-354-7000	Spokane School District		521 W 4Th Ave	47.6519502	Shawn  Jordan	Educational Service District 101	Public School	12	Lewis & Clark High School	32801
Spokane	Washington	32081	99202-3992	-117.3678887	5	2401	509.354.7500	Spokane School District		2900 E 1St Ave	47.6558247	Stefanie  Heinen	Educational Service District 101	Public School	8	Libby Center	32801
Spokane	Washington	32081	99207	-117.4051759	K 	2952	509.354.3261	Spokane School District		5510 N Lidgerwood	47.7082554	Valorie Buller	Educational Service District 101	Public School	6	Lidgerwood Elementary	32801
Spokane	Washington	32081	99223-3900	-117.3621441	PK	2951	509.354.3300	Spokane School District		3322 E 22Nd Ave	47.6339367	Nancy Williams	Educational Service District 101	Public School	6	Lincoln Heights Elementary	32801
Spokane	Washington	32081	99208-6278	-117.4241897	PK	3190	509.354.3357	Spokane School District		906 W Weile Ave	47.7227962	Gina  Naccarato-Keele	Educational Service District 101	Public School	6	Linwood Elementary	32801
Spokane	Washington	32081	99207-2674	-117.3942163	PK	3719	509.354.3434	Spokane School District		1001 E Montgomery Ave	47.6783663	Maile Elizabeth Aden	Educational Service District 101	Public School	6	Logan Elementary	32801
Spokane	Washington	32081	99207-2900	-117.3966922	K 	3718	509.354.3500	Spokane School District		800 E Providence Ave	47.6916114	Meghan Anderson	Educational Service District 101	Public School	6	Longfellow Elementary	32801
Spokane	Washington	32081	99205-6299	-117.4153376	K 	2708	509.354.3598	Spokane School District		319 W Nebraska Ave	47.7083638	Greg Baerlocher	Educational Service District 101	Public School	6	Madison Elementary	32801
Spokane	Washington	32081	99223-7897	-117.348115	PK	4389	509.354.3700	Spokane School District		4224 E 57Th Ave	47.600754	Mark Gorman	Educational Service District 101	Public School	6	Moran Prairie Elementary	32801
Spokane	Washington	32081	99223-7410	-117.3728075	PK	4035	509.354.3800	Spokane School District		2616 E 63Rd Ave	47.5967348	Michael  McGinnis	Educational Service District 101	Public School	6	Mullan Road Elementary	32801
Spokane	Washington	32081	99205-6798	-117.4337208	PK	2950	509.354.4000	Spokane School District		1515 W Joseph Ave	47.7098582	Lisa  Pacheco	Educational Service District 101	Public School	6	Ridgeview Elementary	32801
Spokane	Washington	32081	99204-3627	-117.4169933	PK	2086	509.354.4040	Spokane School District		333 W 14Th Ave	47.6426919	Clinton Price	Educational Service District 101	Public School	6	Roosevelt Elementary	32801
